v1,v2
use,"Un jardín botánico, del latín hortus botanicus, es un tipo de jardín destinado a la conservación y divulgación de la diversidad de las especies vegetales. Los jardines botánicos son por lo general instituciones habilitadas por un organismo que puede ser público, privado o asociativo, aunque en ciertos casos la gestión puede ser mixta. Leer más...Jardines botánicos del mundo"
use,"La física (del griego φύσις physis, que significa «naturaleza») es la ciencia que estudia las propiedades y el comportamiento de la materia y la energía, así como el tiempo y el espacio. En términos más generales, es el análisis general de la naturaleza, llevado a cabo con el fin de entender cómo el mundo y el universo se comportan. La física estudia, por lo tanto, un amplio rango de campos y fenómenos naturales, desde las partículas subatómicas y sus interacciones, hasta la formación, origen, futuro y evolución del Universo, pasando por una multitud de fenómenos naturales cotidianos."
use,"Julius Robert Oppenheimer (22 de abril de 1904–18 de febrero de 1967) fue un físico estadounidense y el director científico del proyecto Manhattan, el esfuerzo durante la Segunda Guerra Mundial para ser de los primeros en desarrollar la primera arma nuclear en el Laboratorio Nacional de Los Álamos, en Nuevo México, Estados Unidos."
use,"Conocido coloquialmente como ""El padre de la bomba atómica"" pese a que comparte ese mérito con su principal mentor, Enrico Fermi, Oppenheimer expresó su pesar por el fallecimiento de víctimas inocentes cuando las bombas nucleares fueron lanzadas contra los japoneses en Hiroshima y Nagasaki."
use,"La física (del lat. physica, y este del gr. τὰ φυσικά, neutro plural de φυσικός, ""naturaleza"") es una ciencia natural que estudia las propiedades del espacio, el movimiento , el tiempo, la materia y la energía, así como sus interacciones."
use,"en los trabajos de Maxwell se pueden hallar 8 ecuaciones que describían todos los fenómenos electromagnéticos, a las que inicialmente se les denominó Ecuaciones de Maxwell. Posteriormente fue Oliver Heaviside el que reestructuró las ecuaciones que tomaron la forma de las cuatro que conocemos actualmente."
non,"CUESTIONARIOS La asignatura constará, para algunos temas, de cuestionarios que se encuentran en la dirección:"
non,Aula virtual
non,Para acceder a ellos los alumnos disponen de un nombre de usuario y una contraseña.
non,Aún no ha seleccionado ningún artículo.
non,Puede consultar nuestro catálogo de publicaciones.
non,Elige qué contenidos quieres recibir. Física Física Historia de la matemática Historia de la ciencia Cosmología Historia de la ciencia Historia de la física Tecnología
non,Lo más leído
non,La ciencia que nos espera en 2022
non,Elige qué contenidos quieres recibir. Física Física Historia de la matemática Historia de la ciencia Cosmología Historia de la ciencia Historia de la física Tecnología
non,Graduado en Psicología con mención en Psicología Clínica por la Universidad de Barcelona. Máster en Psicopedagogía
non,con especialización en Orientación en Educación Secundaria. Cursando el Máster en Psicología General Sanitaria por la UB
non,"Aviso legal, privacidad y cookies"
non,Todos los derechos reservados
use,"La Medicina es la ciencia dedicada al estudio de la vida, la salud, las enfermedades y la muerte del ser humano, e implica el arte de ejercer tal conocimiento técnico para el mantenimiento y recuperación de la salud o paliación, aplicándolo al diagnóstico, tratamiento y prevención de las enfermedades."
non,Sabersaccio Sabersaccio Sabersaccio Sabersaccio Sabersaccio
non,Algunos síntomas de la COVID persistente podrían deberse a lesiones nerviosas específicas
non,La ciencia que nos espera en 2022 Identifican las células madre creadoras de células sanguíneas con mayor poder regenerativo Las palomas mensajeras recuerdan sus rutas durante años Las 10 técnicas emergentes más prometedoras del momento (2022) Los mayores megalodontes vivieron en aguas frías Un cristal temporal hecho con luz láse El lenguaje molecular de las células Explican el curioso color rosa de un lago australiano
use,Un grupo sanguíneo es una forma de agrupar ciertas características de la sangre que dependen de los antígenos presentes en la superficie de los glóbulos rojos y en el suero de la sangre.
use,"Las dos clasificaciones más importantes para describir grupos sanguíneos en humanos son los antígenos y el factor RH. Las transfusiones de sangre entre grupos incompatibles pueden provocar una reacción inmunológica que puede desembocar en hemólisis, anemia, fallo renal, shock, o muerte."
use,"La pandemia de COVID-19, conocida también como pandemia de coronavirus, es una pandemia actualmente en curso derivada de la enfermedad causada por el virus SARS-CoV-2. "
non,Instituto Superior de Ciencias Médicas en el desarrollo de las habilidades lingüísticas en la Disciplina Inglés de los profesionales de la medicina en Cuba.
non,Madrid:Ediciones Aguilar;1975:24-48. Figueroa Esteva M. Principios de organización del lenguaje. La Habana:Editorial Academia;1980
non,"Malmberg B. Los nuevos caminos de la lingüística. La Habana:Editorial de Ciencias Sociales;1971:47-92. Marx C, Engels F. Obras escogidas en tres tomos. La Habana:Editora Política;1993:98-211. Sapir E. El lenguaje. La Habana:Editorial de Ciencias Sociales,1974:42-93. Saussure F d"
non,"La Habana:Instituto Cubano del Libro,1972:42-99. Recibido: 7 de enero del 2000. Aprobado: 13 de enero del 2000."
non,Lic. Luis Leonardo Yance Ramírez. Instituto Superior de Ciencias Médicas de La Habana. Calle 25 s/n Cubanacán. Playa. Ciudad de La Habana. 1 Doctor en Ciencias Pedagógicas. Profesor Titular.
non,Prohibida la reproducción
non,Privacidad - Acerca
use,"La psicología (también sicología, de uso menos frecuente) (literalmente «estudio o tratado del alma»; del griego clásico ψυχή, transliterado psykhé, «psique», «alma», «actividad mental», y λογία, logía, «tratado» o «estudio») es, a la vez, una profesión, una disciplina académica y una ciencia que trata el estudio y el análisis de la conducta y los procesos mentales de los individuos y de grupos humanos en distintas situaciones, cuyo campo de estudio abarca todos los aspectos de la experiencia humana y lo hace para fines tanto de investigación como docentes y laborales, entre otros."
use,"Hoy en día, la psicología no es una ciencia unitaria, pues existen diversas perspectivas psicológicas, que se corresponden con enfoques, corrientes o escuelas, cada una de las cuales posee sus propios sistemas conceptuales y metodológicos."
use,"Entre ellas, puede haber coincidencias o, por el contrario, claras incompatibilidades; esta variedad da pie a múltiples acepciones y abordajes. Algunas corrientes se definen a sí mismas de modo excluyente, es decir, como la única vía para alcanzar un conocimiento sólido o científico y una intervención eficaz en psicología (por ejemplo, el conductismo watsoniano o el psicoanálisis freudiano), aunque con el tiempo, sus seguidores se han ido tornando cada vez más permeables a las influencias de otras escuelas."
use,"Por medio de sus diversos enfoques, la psicología explora conceptos como la percepción, la atención, la motivación, la emoción, el funcionamiento del cerebro, la inteligencia, el pensamiento, la personalidad, las relaciones personales, la conciencia y la inconsciencia. La psicología emplea métodos empíricos cuantitativos y cualitativos de investigación para analizar el comportamiento."
use,"También se pueden encontrar, especialmente en el ámbito clínico o de consultoría, otro tipo de métodos cualitativos y mixtos. Mientras que el conocimiento psicológico es empleado frecuentemente en la evaluación o tratamiento de las psicopatologías, en las últimas décadas los psicólogos también están siendo empleados en los departamentos de recursos humanos de las organizaciones, en áreas relacionadas con el desarrollo infantil y del envejecimiento, los deportes, los medios de comunicación, el mundo del derecho y las ciencias forenses."
use,"Las áreas de estudio de la psicología presentan relaciones de cierta complejidad. La psicología fisiológica, por ejemplo, estudia el funcionamiento del cerebro y del sistema nervioso, mientras que la psicología experimental aplica técnicas de laboratorio para estudiar temas como la percepción o la memoria."
use,La percepción es la forma en la que el cerebro interpreta las sensaciones que recibe a través de los sentidos para formar una impresión inconsciente o consciente (si se le puede aplicar discernimiento) de la realidad física de su entorno. También denominado como el proceso constructivo por el que organizamos las sensaciones y captamos conjuntos o formas dotadas de sentido.
use,"Sigmund Freud (pronunciación en alemán: /ˈziːkmʊnt ˈfʁɔʏt/; Příbor, 6 de mayo de 1856-Londres, 23 de septiembre de 1939) fue un médico neurólogo austriaco de origen judío, padre del psicoanálisis y una de las mayores figuras intelectuales del siglo xx"
use,"Su interés científico inicial como investigador se centró en el campo de la neurología, derivando progresivamente hacia la vertiente psicológica de las afecciones mentales, investigaciones de las que daría cuenta en la casuística de su consultorio privado."
use,"Freud postuló la existencia de una sexualidad infantil perversa polimorfa,4​ tesis que causó una intensa polémica en la sociedad puritana de la Viena de principios del siglo XX y por la cual fue acusado de pansexualista. A pesar de la hostilidad que tuvo que afrontar con sus revolucionarias teorías e hipótesis, Freud acabaría por convertirse en una de las figuras más influyentes del siglo XX."
